key,source,target
TLStringSkillDesc/TEXT_Item_BluePrint_feet_fabric_aa_t1_nomal_005_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloth Shoes]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>142^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>128^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_feet_fabric_aa_t2_set_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloth Shoes]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>142^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>128^<c=@Contract_money>

Wisdom ^<c=@Contract_money>5^<c=@Contract_money>
Movement Speed ^<c=@Contract_money>2.8%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_feet_fabric_aaa_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloth Shoes]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>228^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>204^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_b_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>14^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>16^<c=@Contract_money>

Melee Defense ^<c=@Contract_money>60^<c=@Contract_money>
Hit Chance ^<c=@Contract_money>15^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_b_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>15^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>15^<c=@Contract_money>

Ranged Defense ^<c=@Contract_money>20^<c=@Contract_money>
Critical Hit Chance ^<c=@Contract_money>35^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_b_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>15^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>15^<c=@Contract_money>

Mana Regen ^<c=@Contract_money>18.75^<c=@Contract_money>
Ranged Evasion ^<c=@Contract_money>40^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_b_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>16^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>14^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>35^<c=@Contract_money>
Health Regen ^<c=@Contract_money>7.5^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_b_t2_set_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>15^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>15^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_b_t2_set_002_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>15^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>15^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>71^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>79^<c=@Contract_money>

Health Regen ^<c=@Contract_money>22.5^<c=@Contract_money>
Hit Chance ^<c=@Contract_money>60^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>75^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>75^<c=@Contract_money>

Hit Chance ^<c=@Contract_money>40^<c=@Contract_money>
Critical Hit Chance ^<c=@Contract_money>50^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>75^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>75^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>60^<c=@Contract_money>
Max Mana ^<c=@Contract_money>225^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t2_set_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>79^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>71^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>70^<c=@Contract_money>
Melee Evasion ^<c=@Contract_money>40^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t2_set_002_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>79^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>71^<c=@Contract_money>

Weaken Chance ^<c=@Contract_money>62^<c=@Contract_money>
Mana Regen ^<c=@Contract_money>30^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t2_set_003_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>75^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>75^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_a_t2_set_004_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>75^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>75^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t3_boss_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>135^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>135^<c=@Contract_money>

Weaken Chance ^<c=@Contract_money>125^<c=@Contract_money>
Cooldown Speed ^<c=@Contract_money>1.3%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t3_boss_002_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>135^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>135^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t3_boss_003_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>135^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>135^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t2_set_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>135^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>135^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>128^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>142^<c=@Contract_money>

Melee Defense ^<c=@Contract_money>80^<c=@Contract_money>
Damage Reduction ^<c=@Contract_money>4^<c=@Contract_money>
Collision Resistance ^<c=@Contract_money>33^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>135^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>135^<c=@Contract_money>

Damage Reduction ^<c=@Contract_money>10^<c=@Contract_money>
Max Health ^<c=@Contract_money>425^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>135^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>135^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>50^<c=@Contract_money>
Mana Regen ^<c=@Contract_money>22.5^<c=@Contract_money>
Cooldown Speed ^<c=@Contract_money>0.8%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aa_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>142^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>128^<c=@Contract_money>

Ranged Evasion ^<c=@Contract_money>80^<c=@Contract_money>
Magic Evasion ^<c=@Contract_money>74^<c=@Contract_money>
Weaken Resistance ^<c=@Contract_money>25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_cloak_aaa_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Armor Crafting: Cloak]^<c=@SkillTooltipOption>

Melee Defense ^<c=@Contract_money>225^<c=@Contract_money>
Ranged Defense ^<c=@Contract_money>225^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_b_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>25^<c=@Contract_money>
Health Regen ^<c=@Contract_money>15^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_b_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Melee Evasion ^<c=@Contract_money>50^<c=@Contract_money>
Hit Chance ^<c=@Contract_money>20^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_b_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Weaken Chance ^<c=@Contract_money>37^<c=@Contract_money>
Mana Regen ^<c=@Contract_money>11.25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_b_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Max Health ^<c=@Contract_money>185^<c=@Contract_money>
Max Mana ^<c=@Contract_money>150^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_b_t1_nomal_005_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_b_t1_nomal_006_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>60^<c=@Contract_money>
Max Health ^<c=@Contract_money>225^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Wisdom ^<c=@Contract_money>1^<c=@Contract_money>
Weaken Chance ^<c=@Contract_money>25^<c=@Contract_money>
Sleep Chance ^<c=@Contract_money>25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Critical Hit Chance ^<c=@Contract_money>55^<c=@Contract_money>
Mana Regen ^<c=@Contract_money>26.25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Strength ^<c=@Contract_money>1^<c=@Contract_money>
Stun Chance ^<c=@Contract_money>25^<c=@Contract_money>
Collision Chance ^<c=@Contract_money>25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t2_addoption_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Dexterity ^<c=@Contract_money>3^<c=@Contract_money>
Attack Speed ^<c=@Contract_money>2%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t2_addoption_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t2_addoption_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t2_addoption_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t2_addoption_005_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_a_t2_addoption_006_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t3_boss_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t3_boss_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_005_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_006_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_007_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t3_boss_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>

Mana Cost Efficiency ^<c=@Contract_money>7.7%^<c=@Contract_money>
Attack Speed ^<c=@Contract_money>3.3%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>

Health Regen ^<c=@Contract_money>65.25^<c=@Contract_money>
Collision Chance ^<c=@Contract_money>50^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>

Dexterity ^<c=@Contract_money>4^<c=@Contract_money>
Weaken Chance ^<c=@Contract_money>58^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>

Strength ^<c=@Contract_money>1^<c=@Contract_money>
Dexterity ^<c=@Contract_money>1^<c=@Contract_money>
Wisdom ^<c=@Contract_money>1^<c=@Contract_money>
Perception ^<c=@Contract_money>1^<c=@Contract_money>
",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aa_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>

Strength ^<c=@Contract_money>2^<c=@Contract_money>
Stun Chance ^<c=@Contract_money>37^<c=@Contract_money>
Attack Speed ^<c=@Contract_money>1.8%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_ring_aaa_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Ring]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>270^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_b_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Health Regen ^<c=@Contract_money>45^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_b_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Mana Regen ^<c=@Contract_money>18.75^<c=@Contract_money>
Ranged Evasion ^<c=@Contract_money>40^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_b_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Melee Evasion ^<c=@Contract_money>60^<c=@Contract_money>
Mana Regen ^<c=@Contract_money>11.25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_b_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>

Max Health ^<c=@Contract_money>185^<c=@Contract_money>
Stun Resistance ^<c=@Contract_money>25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_b_t1_nomal_005_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_b_t1_nomal_006_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>60^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t1_nomal_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Melee Endurance ^<c=@Contract_money>110^<c=@Contract_money>
Melee Defense ^<c=@Contract_money>70^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t1_nomal_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Max Health ^<c=@Contract_money>450^<c=@Contract_money>
Mana Cost Efficiency ^<c=@Contract_money>3%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t1_nomal_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Mana Regen ^<c=@Contract_money>37.5^<c=@Contract_money>
Skill Cooldown Speed ^<c=@Contract_money>2%^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t1_nomal_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Health Regen ^<c=@Contract_money>33.75^<c=@Contract_money>
Mana Regen ^<c=@Contract_money>33.75^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t2_addoption_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>

Max Health ^<c=@Contract_money>150^<c=@Contract_money>
Bind Resistance ^<c=@Contract_money>25^<c=@Contract_money>
Stun Resistance ^<c=@Contract_money>25^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t2_addoption_002_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t2_addoption_003_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t2_addoption_004_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t2_addoption_005_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_a_t2_addoption_006_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>120^<c=@Contract_money>",
TLStringSkillDesc/TEXT_Item_BluePrint_necklace_aa_t3_boss_001_BluePrint,"^<c=@SkillTooltipOption>[Accessories Crafting: Necklace]^<c=@SkillTooltipOption>

Magic Defense ^<c=@Contract_money>180^<c=@Contract_money>",
